place,address,pos,open_time
오륙도,광주광역시 동구 대인동 313-11,"[35.1535194, 126.9142623]",
삼성혈,제주특별자치도 제주시 이도일동 삼성로 22,"[33.5042628, 126.5269983]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
화랑유원지,경기도 안산시 단원구 초지동 667,"[37.3263367, 126.8121079]","월요일
오전 8:00~오후 11:00
화요일
오전 8:00~오후 11:00
수요일
오전 8:00~오후 11:00
목요일
오전 8:00~오후 11:00
금요일
오전 8:00~오후 11:00
토요일
오전 8:00~오후 11:00
일요일
오전 8:00~오후 11:00"
공곶이,경상남도 거제시 일운면 예구3길,"[34.7945018, 128.7117414]",
도라산역,경기도 파주시 문산읍,"[37.8987997, 126.7374238]",
애니메이션박물관,강원도 춘천시 서면 박사로 854,"[37.8930556, 127.6897504]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
헤이리 예술 마을,경기도 파주시 탄현면 헤이리마을길 82-105,"[37.7888414, 126.696528]","월요일
휴무일
화요일
오전 8:00~오후 6:00
수요일
오전 8:00~오후 6:00
목요일
오전 8:00~오후 6:00
금요일
오전 8:00~오후 6:00
토요일
오전 8:00~오후 6:00
일요일
오전 8:00~오후 6:00"
황령산,부산광역시 전포동,"[35.1580554, 129.0647001]",
소백산 국립공원,충청북도 단양군 단양읍,"[36.9459431, 128.4600387]",
두리랜드,경기도 양주시 장흥면 권율로 120,"[37.7246681, 126.9482349]","월요일
휴무일
화요일
오전 10:30~오후 6:00
수요일
오전 10:30~오후 6:00
목요일
오전 10:30~오후 6:00
금요일
오전 10:30~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
캐리비안 베이,경기도 용인시 처인구 포곡읍 에버랜드로 199,"[37.2971295, 127.1987033]","월요일
오전 10:00~오후 5:00
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
감악산 출렁다리,경기도 파주시 적성면 설마리 48-6,"[37.9372006, 126.9448211]",
제주 현대 미술관,제주특별자치도 제주시 한경면 저지14길 35,"[33.33968, 126.2634643]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
엑스코,대구광역시 북구 산격2동 엑스코로 10,"[35.9068477, 128.611119]",
수로왕릉,경상남도 김해시 서상동 가락로93번길 26,"[35.2352943, 128.8761867]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
제주 공룡 랜드,제주특별자치도 제주시 애월읍 광령리 2698,"[33.4408969, 126.4323369]","월요일
오전 9:30~오후 6:30
화요일
오전 9:30~오후 6:30
수요일
오전 9:30~오후 6:30
목요일
오전 9:30~오후 6:30
금요일
오전 9:30~오후 6:30
토요일
오전 9:30~오후 6:30
일요일
오전 9:30~오후 6:30"
송광사,전라남도 순천시 송광면 신평리 12,"[35.0021589, 127.2737405]","월요일
오전 7:00~오후 6:00
화요일
오전 7:00~오후 6:00
수요일
오전 7:00~오후 6:00
목요일
오전 7:00~오후 6:00
금요일
오전 7:00~오후 6:00
토요일
오전 7:00~오후 6:00
일요일
오전 7:00~오후 6:00"
청사포 다릿돌전망대,부산광역시 해운대구 중2동 중동1로,"[35.1640249, 129.1945442]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
이응노 미술관,대전광역시 서구 만년동 둔산대로117번길 157,"[36.3668544, 127.3848525]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
와우정사,경기도 용인시 처인구 해곡동 해곡로 25-15,"[37.1936365, 127.2763699]",
신화테마파크,"제주특별자치도 서귀포시 특별자치도, 안덕면 신화역사로 304번길 98 KR","[33.3048997, 126.3131898]","월요일
오후 12:00~8:00
화요일
오후 12:00~8:00
수요일
오후 12:00~8:00
목요일
오후 12:00~8:00
금요일
오후 12:00~8:00
토요일
오후 12:00~8:00
일요일
오후 12:00~8:00"
가나 아트파크,경기도 양주시 장흥면 일영리 8,"[37.7256537, 126.9475238]",
하회 탈 박물관,경상북도 안동시 풍천면 전서로 206,"[36.5489445, 128.5254774]","월요일
오전 9:30~오후 6:00
화요일
오전 9:30~오후 6:00
수요일
오전 9:30~오후 6:00
목요일
오전 9:30~오후 6:00
금요일
오전 9:30~오후 6:00
토요일
오전 9:30~오후 6:00
일요일
오전 9:30~오후 6:00"
영인산,충청남도 아산시 영인면 아산온천로 16-26,"[36.8402934, 126.9491645]","월요일
오전 8:00~오후 6:00
화요일
오전 8:00~오후 6:00
수요일
오전 8:00~오후 6:00
목요일
오전 8:00~오후 6:00
금요일
오전 8:00~오후 6:00
토요일
오전 8:00~오후 6:00
일요일
오전 8:00~오후 6:00"
아쿠아 플라넷 제주,"제주특별자치도 서귀포시 특별자치도, 성산읍 섭지코지로 95 KR","[33.4327935, 126.9257161]","월요일
오전 10:00~오후 7:00
화요일
오전 10:00~오후 7:00
수요일
오전 10:00~오후 7:00
목요일
오전 10:00~오후 7:00
금요일
오전 10:00~오후 7:00
토요일
오전 10:00~오후 7:00
일요일
오전 10:00~오후 7:00"
복순도가,울산광역시 울주군 상북면 향산동길 48,"[35.5856494, 129.0953379]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
양수리딸기체험농장,경기도 양평군 양서면 양수리 634,"[37.5427722, 127.3150778]","월요일
오전 10:00~오후 5:00
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 5:00
일요일
오전 10:00~오후 5:00"
회암사,경기도 양주시 회암동 산14-1,"[37.8453085, 127.1031718]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
책테마파크,경기도 성남시 분당구 율동 412,"[37.3803384, 127.1467086]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
국립중앙과학관,대전광역시 유성구 구성동 대덕대로 481,"[36.3755897, 127.3744179]","월요일
휴무일
화요일
오전 9:30~오후 5:50
수요일
오전 9:30~오후 5:50
목요일
오전 9:30~오후 5:50
금요일
오전 9:30~오후 5:50
토요일
오전 9:30~오후 5:50
일요일
오전 9:30~오후 5:50"
금정 산성,부산광역시 금정구 금성동 산41-8,"[35.2451182, 129.0615353]",
탄도항,경기도 안산시 단원구 선감동 717-5,"[37.1924045, 126.6428016]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
삼양 검은모래 해변,제주시 삼양동,"[33.5260098, 126.5688347]",
제주미니미니랜드,제주특별자치도 제주시 조천읍 비자림로 606,"[33.4333127, 126.6723366]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
목포 근대 역사관,전라남도 목포시 영산로29번길 6 문화원,"[34.787514, 126.3799355]","월요일
휴무일
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
오설록 티 뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,"[33.3058932, 126.28734]","월요일
오전 9:00~오후 7:00
화요일
오전 9:00~오후 7:00
수요일
오전 9:00~오후 7:00
목요일
오전 9:00~오후 7:00
금요일
오전 9:00~오후 7:00
토요일
오전 9:00~오후 7:00
일요일
오전 9:00~오후 7:00"
안산식물원,경기도 안산시 상록구 성호로 113 (이동),"[37.3138889, 126.8586393]",
제주맥주,제주특별자치도 제주시 한림읍 금능농공길 62-11,"[33.3586429, 126.2393605]","월요일
휴무일
화요일
휴무일
수요일
휴무일
목요일
오후 1:00~8:00
금요일
오후 1:00~8:00
토요일
오후 1:00~8:00
일요일
오후 1:00~8:00"
건릉,경기도 화성시 안녕동 187-45,"[37.2138846, 126.9856832]","월요일
휴무일
화요일
오전 9:00~오후 5:30
수요일
오전 9:00~오후 5:30
목요일
오전 9:00~오후 5:30
금요일
오전 9:00~오후 5:30
토요일
오전 9:00~오후 5:30
일요일
오전 9:00~오후 5:30"
기장시장,부산광역시 기장군 기장읍 대라리 64-2,"[35.2434384, 129.2134328]","월요일
오전 5:00~오후 11:00
화요일
오전 5:00~오후 11:00
수요일
오전 5:00~오후 11:00
목요일
오전 5:00~오후 11:00
금요일
오전 5:00~오후 11:00
토요일
오전 5:00~오후 11:00
일요일
오전 5:00~오후 11:00"
그레뱅뮤지엄,서울특별시 중구 을지로1가 을지로 23,"[37.5662585, 126.9782615]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
전주 수목원,전라북도 전주시 덕진구 반월동 848,"[35.870964, 127.0521349]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
발안식염온천,경기도 화성시 장안면 황골길 56-1,"[37.0930871, 126.8644068]",
별마로 천문대,강원도 영월군 영월읍 영흥리 154-3,"[37.1984001, 128.4847326]",
APEC나루공원,부산광역시 해운대구 우동 수영강변대로 93,"[35.170583, 129.1234081]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
세종호수공원,세종특별자치시 연기면 다솜로 216,"[36.4985497, 127.2712161]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
선녀와 나무꾼 박물관,제주특별자치도 제주시 조천읍 선흘리 1998,"[33.4795522, 126.7009406]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
동막 해변,인천광역시 화도면,"[37.592715, 126.4406616]",
강문해변,강릉시 초당동,"[37.7966245, 128.9000274]",
서대문 형무소 역사관,서울특별시 서대문구 현저동 통일로 251,"[37.574271, 126.953877]","월요일
휴무일
화요일
오전 9:30~오후 6:00
수요일
오전 9:30~오후 6:00
목요일
오전 9:30~오후 6:00
금요일
오전 9:30~오후 6:00
토요일
오전 9:30~오후 6:00
일요일
오전 9:30~오후 6:00"
화홍문,경기도 수원시 장안구 영화동 320-2,"[37.2871202, 127.0097439]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
송악산,서귀포시 대정읍,"[33.1977934, 126.2743694]",
초량이바구길,"부산광역시, 동구, 초량동 초량상로 49","[35.117397, 129.0325626]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
청평호,가평군 설악면,"[37.7084964, 127.4378108]",
스타필드 고양,경기도 고양시 덕양구 창릉동 고양대로 1955,"[37.6467805, 126.8926283]","월요일
오전 10:00~오후 10:00
화요일
오전 10:00~오후 10:00
수요일
오전 10:00~오후 10:00
목요일
오전 10:00~오후 10:00
금요일
오전 10:00~오후 10:00
토요일
오전 10:00~오후 10:00
일요일
오전 10:00~오후 10:00"
화성 공룡알 화석지,경기도 화성시 송산면 고정리,"[37.2625, 126.7447504]",
원주 한지테마파크,강원도 원주시 무실동 한지공원길 151 KR,"[37.3343702, 127.9332638]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
자재암,경기도 동두천시 상봉암동 평화로2910번길 145,"[37.9443501, 127.0851745]",
홍천 은행나무 숲,홍천군 내면,"[37.827998, 128.464261]",
우포늪,"Yibang-myeon/Yueu-myeon/Daehap-myeon areas of Changnyeong-gun, Gyeongsangnam-do, 창녕군 유어면","[35.5498032, 128.4098142]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
힐크레스트,오스트레일리아 4118 퀸즐랜드 주 힐크레스트,"[-27.6689286, 153.0097745]",
태신목장,충청남도 당진시 면천면 면천로 1092-135,"[36.8016944, 126.7020608]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
선운사,전라북도 고창군 아산면 선운사로 250,"[35.4970818, 126.5764574]",
서울빛초롱축제,서울특별시 성동구 성수동1가 710,"[37.540317, 127.0428808]",
용평 리조트 곤돌라,강원도 평창군 대관령면 솔봉로 325 KR,"[37.658009, 128.6676243]",
국립아시아문화전당,광주광역시 동구 광산동 문화전당로 38,"[35.1466611, 126.9180755]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
시화방조제,경기도 안산시 단원구 대부동동,"[37.3096383, 126.6040562]",
서산 해미읍성,충청남도 서산시 해미면 남문2로 143,"[36.7125761, 126.5464249]","월요일
오전 6:00~오후 7:00
화요일
오전 6:00~오후 7:00
수요일
오전 6:00~오후 7:00
목요일
오전 6:00~오후 7:00
금요일
오전 6:00~오후 7:00
토요일
오전 6:00~오후 7:00
일요일
오전 6:00~오후 7:00"
남산골 한옥 마을,서울특별시 중구 필동 퇴계로34길 28,"[37.559315, 126.992283]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
